,Power
2018-06-04 00:30:00,72.79
2018-06-04 00:45:00,72.86
2018-06-04 01:00:00,73.06
2018-06-04 01:15:00,73.15
2018-06-04 01:30:00,73.33
2018-06-04 01:45:00,73.04
2018-06-04 02:00:00,72.95
2018-06-04 02:15:00,73.04
2018-06-04 02:30:00,73.33
2018-06-04 02:45:00,76.93
2018-06-04 03:00:00,77.51
2018-06-04 03:15:00,77.62
2018-06-04 03:30:00,77.56
2018-06-04 03:45:00,77.56
2018-06-04 04:00:00,77.38
2018-06-04 04:15:00,77.31
2018-06-04 04:30:00,77.54
2018-06-04 04:45:00,62.69
2018-06-04 05:00:00,50.94
2018-06-04 05:15:00,50.94
2018-06-04 05:30:00,50.83
2018-06-04 05:45:00,37.15
2018-06-04 06:00:00,20.45
2018-06-04 06:15:00,23.13
2018-06-04 06:30:00,38.9
2018-06-04 06:45:00,50.76
2018-06-04 07:00:00,50.54
2018-06-04 07:15:00,50.51
2018-06-04 07:30:00,50.42
2018-06-04 07:45:00,50.44
2018-06-04 08:00:00,50.31
2018-06-04 08:15:00,50.29
2018-06-04 08:30:00,50.15
2018-06-04 08:45:00,49.5
2018-06-04 09:00:00,54.92
2018-06-04 09:15:00,54.86
2018-06-04 09:30:00,54.94
2018-06-04 09:45:00,50.42
2018-06-04 10:00:00,1.48
2018-06-04 10:15:00,1.48
2018-06-04 10:30:00,1.48
2018-06-04 10:45:00,19.69
2018-06-04 11:00:00,28.93
2018-06-04 11:15:00,28.96
2018-06-04 11:30:00,39.96
2018-06-04 11:45:00,53.71
2018-06-04 12:00:00,55.08
2018-06-04 12:15:00,55.21
2018-06-04 12:30:00,55.35
2018-06-04 12:45:00,53.73
2018-06-04 13:00:00,55.03
2018-06-04 13:15:00,55.12
2018-06-04 13:30:00,55.15
2018-06-04 13:45:00,55.01
2018-06-04 14:00:00,55.03
2018-06-04 14:15:00,54.94
2018-06-04 14:30:00,54.95
2018-06-04 14:45:00,55.08
2018-06-04 15:00:00,55.03
2018-06-04 15:15:00,56.32
2018-06-04 15:30:00,56.81
2018-06-04 15:45:00,56.79
2018-06-04 16:00:00,56.77
2018-06-04 16:15:00,56.81
2018-06-04 16:30:00,56.74
2018-06-04 16:45:00,55.15
2018-06-04 17:00:00,56.72
2018-06-04 17:15:00,56.92
2018-06-04 17:30:00,56.99
2018-06-04 17:45:00,56.88
2018-06-04 18:00:00,56.72
2018-06-04 18:15:00,56.72
2018-06-04 18:30:00,56.16
2018-06-04 18:45:00,55.21
2018-06-04 19:00:00,55.24
2018-06-04 19:15:00,55.19
2018-06-04 19:30:00,55.15
2018-06-04 19:45:00,55.17
2018-06-04 20:00:00,55.21
2018-06-04 20:15:00,55.19
2018-06-04 20:30:00,55.17
2018-06-04 20:45:00,55.15
2018-06-04 21:00:00,55.26
2018-06-04 21:15:00,55.13
2018-06-04 21:30:00,55.15
2018-06-04 21:45:00,55.13
2018-06-04 22:00:00,55.19
2018-06-04 22:15:00,55.26
2018-06-04 22:30:00,55.17
2018-06-04 22:45:00,53.41
2018-06-04 23:00:00,72.25
2018-06-04 23:15:00,72.9
2018-06-04 23:30:00,73.03
2018-06-04 23:45:00,73.04
2018-06-05 00:00:00,72.85
2018-06-05 00:15:00,73.15
2018-06-05 00:30:00,73.21
2018-06-05 00:45:00,73.26
2018-06-05 01:00:00,73.03
2018-06-05 01:15:00,73.06
2018-06-05 01:30:00,73.04
2018-06-05 01:45:00,74.61
2018-06-05 02:00:00,76.77
2018-06-05 02:15:00,77.2
2018-06-05 02:30:00,77.04
2018-06-05 02:45:00,77.06
2018-06-05 03:00:00,77.33
2018-06-05 03:15:00,77.53
2018-06-05 03:30:00,77.29
2018-06-05 03:45:00,77.26
2018-06-05 04:00:00,65.43
2018-06-05 04:15:00,50.85
2018-06-05 04:30:00,50.92
2018-06-05 04:45:00,19.33
2018-06-05 05:00:00,23.18
2018-06-05 05:15:00,23.17
2018-06-05 05:30:00,23.17
2018-06-05 05:45:00,23.17
2018-06-05 06:00:00,45.36
2018-06-05 06:15:00,50.76
2018-06-05 06:30:00,50.63
2018-06-05 06:45:00,50.6
2018-06-05 07:00:00,50.53
2018-06-05 07:15:00,50.49
2018-06-05 07:30:00,50.38
2018-06-05 07:45:00,50.36
2018-06-05 08:00:00,50.35
2018-06-05 08:15:00,50.36
2018-06-05 08:30:00,50.24
2018-06-05 08:45:00,50.49
2018-06-05 09:00:00,54.97
2018-06-05 09:15:00,55.03
2018-06-05 09:30:00,54.95
2018-06-05 09:45:00,50.58
2018-06-05 10:00:00,1.51
2018-06-05 10:15:00,1.49
2018-06-05 10:30:00,1.51
2018-06-05 10:45:00,19.42
2018-06-05 11:00:00,28.94
2018-06-05 11:15:00,28.96
2018-06-05 11:30:00,44.95
2018-06-05 11:45:00,53.93
2018-06-05 12:00:00,55.22
2018-06-05 12:15:00,55.31
2018-06-05 12:30:00,55.31
2018-06-05 12:45:00,53.86
2018-06-05 13:00:00,55.3
2018-06-05 13:15:00,55.33
2018-06-05 13:30:00,55.3
2018-06-05 13:45:00,55.3
2018-06-05 14:00:00,55.33
2018-06-05 14:15:00,55.17
2018-06-05 14:30:00,55.8
2018-06-05 14:45:00,56.84
2018-06-05 15:00:00,56.84
2018-06-05 15:15:00,56.9
2018-06-05 15:30:00,56.83
2018-06-05 15:45:00,56.88
2018-06-05 16:00:00,56.86
2018-06-05 16:15:00,56.86
2018-06-05 16:30:00,56.99
2018-06-05 16:45:00,55.42
2018-06-05 17:00:00,56.83
2018-06-05 17:15:00,56.83
2018-06-05 17:30:00,56.9
2018-06-05 17:45:00,57.02
2018-06-05 18:00:00,56.77
2018-06-05 18:15:00,55.44
2018-06-05 18:30:00,55.37
2018-06-05 18:45:00,55.31
2018-06-05 19:00:00,55.31
2018-06-05 19:15:00,55.22
2018-06-05 19:30:00,55.3
2018-06-05 19:45:00,55.31
2018-06-05 20:00:00,55.39
2018-06-05 20:15:00,55.42
2018-06-05 20:30:00,55.31
2018-06-05 20:45:00,55.21
2018-06-05 21:00:00,55.19
2018-06-05 21:15:00,55.15
2018-06-05 21:30:00,55.24
2018-06-05 21:45:00,55.19
2018-06-05 22:00:00,55.22
2018-06-05 22:15:00,55.15
2018-06-05 22:30:00,55.15
2018-06-05 22:45:00,53.78
2018-06-05 23:00:00,72.25
2018-06-05 23:15:00,72.74
2018-06-05 23:30:00,72.83
2018-06-05 23:45:00,72.85
2018-06-06 00:00:00,72.77
2018-06-06 00:15:00,72.92
2018-06-06 00:30:00,72.99
2018-06-06 00:45:00,73.01
2018-06-06 01:00:00,73.01
2018-06-06 01:15:00,75.67
2018-06-06 01:30:00,76.32
2018-06-06 01:45:00,76.45
2018-06-06 02:00:00,76.55
2018-06-06 02:15:00,76.79
2018-06-06 02:30:00,76.86
2018-06-06 02:45:00,76.77
2018-06-06 03:00:00,76.81
2018-06-06 03:15:00,76.66
2018-06-06 03:30:00,77.09
2018-06-06 03:45:00,77.33
2018-06-06 04:00:00,77.45
2018-06-06 04:15:00,77.45
2018-06-06 04:30:00,54.34
2018-06-06 04:45:00,50.87
2018-06-06 05:00:00,50.69
2018-06-06 05:15:00,38.02
2018-06-06 05:30:00,20.12
2018-06-06 05:45:00,23.09
2018-06-06 06:00:00,23.11
2018-06-06 06:15:00,23.09
2018-06-06 06:30:00,23.09
2018-06-06 06:45:00,35.06
2018-06-06 07:00:00,50.78
2018-06-06 07:15:00,50.87
2018-06-06 07:30:00,50.76
2018-06-06 07:45:00,50.71
2018-06-06 08:00:00,50.58
2018-06-06 08:15:00,50.58
2018-06-06 08:30:00,50.6
2018-06-06 08:45:00,50.92
2018-06-06 09:00:00,54.81
2018-06-06 09:15:00,54.72
2018-06-06 09:30:00,54.59
2018-06-06 09:45:00,50.15
2018-06-06 10:00:00,1.44
2018-06-06 10:15:00,1.48
2018-06-06 10:30:00,1.48
2018-06-06 10:45:00,8.33
2018-06-06 11:00:00,28.8
2018-06-06 11:15:00,28.8
2018-06-06 11:30:00,49.5
2018-06-06 11:45:00,53.39
2018-06-06 12:00:00,54.77
2018-06-06 12:15:00,54.81
2018-06-06 12:30:00,54.79
2018-06-06 12:45:00,53.37
2018-06-06 13:00:00,54.68
2018-06-06 13:15:00,54.74
2018-06-06 13:30:00,54.65
2018-06-06 13:45:00,54.63
2018-06-06 14:00:00,54.61
2018-06-06 14:15:00,54.65
2018-06-06 14:30:00,56.29
2018-06-06 14:45:00,56.74
2018-06-06 15:00:00,56.65
2018-06-06 15:15:00,56.66
2018-06-06 15:30:00,56.56
2018-06-06 15:45:00,56.79
2018-06-06 16:00:00,56.72
2018-06-06 16:15:00,56.72
2018-06-06 16:30:00,56.75
2018-06-06 16:45:00,55.21
2018-06-06 17:00:00,56.86
2018-06-06 17:15:00,56.86
2018-06-06 17:30:00,56.81
2018-06-06 17:45:00,56.83
2018-06-06 18:00:00,56.81
2018-06-06 18:15:00,56.59
2018-06-06 18:30:00,55.31
2018-06-06 18:45:00,55.3
2018-06-06 19:00:00,55.28
2018-06-06 19:15:00,55.26
2018-06-06 19:30:00,55.22
2018-06-06 19:45:00,55.15
2018-06-06 20:00:00,55.17
2018-06-06 20:15:00,55.13
2018-06-06 20:30:00,55.15
2018-06-06 20:45:00,55.24
2018-06-06 21:00:00,55.15
2018-06-06 21:15:00,55.03
2018-06-06 21:30:00,55.01
2018-06-06 21:45:00,54.97
2018-06-06 22:00:00,55.08
2018-06-06 22:15:00,55.06
2018-06-06 22:30:00,55.13
2018-06-06 22:45:00,53.71
2018-06-06 23:00:00,72.41
2018-06-06 23:15:00,72.86
2018-06-06 23:30:00,72.83
2018-06-06 23:45:00,72.79
2018-06-07 00:00:00,72.49
2018-06-07 00:15:00,72.77
2018-06-07 00:30:00,73.04
2018-06-07 00:45:00,73.01
2018-06-07 01:00:00,72.92
2018-06-07 01:15:00,72.77
2018-06-07 01:30:00,72.76
2018-06-07 01:45:00,72.92
2018-06-07 02:00:00,73.64
2018-06-07 02:15:00,76.48
2018-06-07 02:30:00,76.57
2018-06-07 02:45:00,76.93
2018-06-07 03:00:00,76.82
2018-06-07 03:15:00,76.97
2018-06-07 03:30:00,77.24
2018-06-07 03:45:00,77.29
2018-06-07 04:00:00,77.15
2018-06-07 04:15:00,77.24
2018-06-07 04:30:00,77.17
2018-06-07 04:45:00,57.85
2018-06-07 05:00:00,50.74
2018-06-07 05:15:00,50.67
2018-06-07 05:30:00,28.82
2018-06-07 05:45:00,23.06
2018-06-07 06:00:00,23.02
2018-06-07 06:15:00,23.02
2018-06-07 06:30:00,42.08
2018-06-07 06:45:00,50.54
2018-06-07 07:00:00,50.51
2018-06-07 07:15:00,50.47
2018-06-07 07:30:00,50.38
2018-06-07 07:45:00,50.35
2018-06-07 08:00:00,50.36
2018-06-07 08:15:00,50.4
2018-06-07 08:30:00,50.36
2018-06-07 08:45:00,49.66
2018-06-07 09:00:00,54.95
2018-06-07 09:15:00,54.95
2018-06-07 09:30:00,54.86
2018-06-07 09:45:00,50.45
2018-06-07 10:00:00,1.42
2018-06-07 10:15:00,1.42
2018-06-07 10:30:00,1.44
2018-06-07 10:45:00,23.58
2018-06-07 11:00:00,28.8
2018-06-07 11:15:00,28.8
2018-06-07 11:30:00,43.88
2018-06-07 11:45:00,53.53
2018-06-07 12:00:00,54.99
2018-06-07 12:15:00,55.15
2018-06-07 12:30:00,55.1
2018-06-07 12:45:00,53.66
2018-06-07 13:00:00,54.99
2018-06-07 13:15:00,55.24
2018-06-07 13:30:00,55.22
2018-06-07 13:45:00,55.12
2018-06-07 14:00:00,55.19
2018-06-07 14:15:00,55.12
2018-06-07 14:30:00,55.24
2018-06-07 14:45:00,56.63
2018-06-07 15:00:00,56.81
2018-06-07 15:15:00,56.92
2018-06-07 15:30:00,56.79
2018-06-07 15:45:00,56.88
2018-06-07 16:00:00,56.86
2018-06-07 16:15:00,56.83
2018-06-07 16:30:00,56.88
2018-06-07 16:45:00,55.19
2018-06-07 17:00:00,56.7
2018-06-07 17:15:00,56.79
2018-06-07 17:30:00,56.83
2018-06-07 17:45:00,56.9
2018-06-07 18:00:00,56.88
2018-06-07 18:15:00,56.84
2018-06-07 18:30:00,55.49
2018-06-07 18:45:00,55.37
2018-06-07 19:00:00,55.33
2018-06-07 19:15:00,55.26
2018-06-07 19:30:00,55.26
2018-06-07 19:45:00,55.26
2018-06-07 20:00:00,55.33
2018-06-07 20:15:00,55.48
2018-06-07 20:30:00,55.35
2018-06-07 20:45:00,55.37
2018-06-07 21:00:00,55.37
2018-06-07 21:15:00,55.33
2018-06-07 21:30:00,55.3
2018-06-07 21:45:00,55.19
2018-06-07 22:00:00,55.1
2018-06-07 22:15:00,55.06
2018-06-07 22:30:00,55.12
2018-06-07 22:45:00,53.71
2018-06-07 23:00:00,72.14
2018-06-07 23:15:00,72.49
2018-06-07 23:30:00,72.58
2018-06-07 23:45:00,72.43
2018-06-08 00:00:00,72.43
2018-06-08 00:15:00,72.68
2018-06-08 00:30:00,72.68
2018-06-08 00:45:00,72.68
2018-06-08 01:00:00,72.9
2018-06-08 01:15:00,72.92
2018-06-08 01:30:00,74.32
2018-06-08 01:45:00,76.5
2018-06-08 02:00:00,76.57
2018-06-08 02:15:00,76.54
2018-06-08 02:30:00,76.72
2018-06-08 02:45:00,76.52
2018-06-08 03:00:00,76.77
2018-06-08 03:15:00,77.17
2018-06-08 03:30:00,77.26
2018-06-08 03:45:00,77.27
2018-06-08 04:00:00,77.4
2018-06-08 04:15:00,64.03
2018-06-08 04:30:00,50.92
2018-06-08 04:45:00,50.72
2018-06-08 05:00:00,40.28
2018-06-08 05:15:00,23.13
2018-06-08 05:30:00,23.09
2018-06-08 05:45:00,23.08
2018-06-08 06:00:00,23.08
2018-06-08 06:15:00,33.03
2018-06-08 06:30:00,50.71
2018-06-08 06:45:00,50.76
2018-06-08 07:00:00,50.72
2018-06-08 07:15:00,50.81
2018-06-08 07:30:00,50.62
2018-06-08 07:45:00,50.44
2018-06-08 08:00:00,50.42
2018-06-08 08:15:00,50.09
2018-06-08 08:30:00,49.09
2018-06-08 08:45:00,49.61
2018-06-08 09:00:00,55.1
2018-06-08 09:15:00,54.92
2018-06-08 09:30:00,54.92
2018-06-08 09:45:00,50.56
2018-06-08 10:00:00,1.44
2018-06-08 10:15:00,1.42
2018-06-08 10:30:00,1.42
2018-06-08 10:45:00,24.14
2018-06-08 11:00:00,28.82
2018-06-08 11:15:00,34.7
2018-06-08 11:30:00,55.01
2018-06-08 11:45:00,53.59
2018-06-08 12:00:00,55.01
2018-06-08 12:15:00,55.15
2018-06-08 12:30:00,55.13
2018-06-08 12:45:00,53.62
2018-06-08 13:00:00,55.1
2018-06-08 13:15:00,55.33
2018-06-08 13:30:00,55.42
2018-06-08 13:45:00,54.97
2018-06-08 14:00:00,53.77
2018-06-08 14:15:00,55.3
2018-06-08 14:30:00,55.26
2018-06-08 14:45:00,56.95
2018-06-08 15:00:00,56.97
2018-06-08 15:15:00,56.97
2018-06-08 15:30:00,57.01
2018-06-08 15:45:00,57.01
2018-06-08 16:00:00,57.04
2018-06-08 16:15:00,56.97
2018-06-08 16:30:00,56.93
2018-06-08 16:45:00,55.39
2018-06-08 17:00:00,56.86
2018-06-08 17:15:00,57.08
2018-06-08 17:30:00,57.01
2018-06-08 17:45:00,56.7
2018-06-08 18:00:00,55.55
2018-06-08 18:15:00,55.55
2018-06-08 18:30:00,55.69
2018-06-08 18:45:00,55.6
2018-06-08 19:00:00,55.44
2018-06-08 19:15:00,55.46
2018-06-08 19:30:00,55.37
2018-06-08 19:45:00,55.44
2018-06-08 20:00:00,55.44
2018-06-08 20:15:00,55.55
2018-06-08 20:30:00,55.49
2018-06-08 20:45:00,55.49
2018-06-08 21:00:00,55.37
2018-06-08 21:15:00,55.33
2018-06-08 21:30:00,55.33
2018-06-08 21:45:00,55.35
2018-06-08 22:00:00,55.3
2018-06-08 22:15:00,55.33
2018-06-08 22:30:00,55.24
2018-06-08 22:45:00,53.82
2018-06-08 23:00:00,72.5
2018-06-08 23:15:00,72.99
2018-06-08 23:30:00,73.08
2018-06-08 23:45:00,73.15
2018-06-09 00:00:00,72.92
2018-06-09 00:15:00,73.26
2018-06-09 00:30:00,73.17
2018-06-09 00:45:00,73.35
2018-06-09 01:00:00,76.28
2018-06-09 01:15:00,77.08
2018-06-09 01:30:00,76.9
2018-06-09 01:45:00,76.68
2018-06-09 02:00:00,76.84
2018-06-09 02:15:00,77.08
2018-06-09 02:30:00,77.4
2018-06-09 02:45:00,77.42
2018-06-09 03:00:00,77.51
2018-06-09 03:15:00,77.51
2018-06-09 03:30:00,67.64
2018-06-09 03:45:00,50.96
2018-06-09 04:00:00,50.98
2018-06-09 04:15:00,42.57
2018-06-09 04:30:00,23.35
2018-06-09 04:45:00,23.26
2018-06-09 05:00:00,23.11
2018-06-09 05:15:00,23.13
2018-06-09 05:30:00,23.09
2018-06-09 05:45:00,23.11
2018-06-09 06:00:00,23.08
2018-06-09 06:15:00,49.97
2018-06-09 06:30:00,50.62
2018-06-09 06:45:00,50.65
2018-06-09 07:00:00,50.56
2018-06-09 07:15:00,50.58
2018-06-09 07:30:00,50.67
2018-06-09 07:45:00,50.62
2018-06-09 08:00:00,50.6
2018-06-09 08:15:00,50.47
2018-06-09 08:30:00,50.53
2018-06-09 08:45:00,50.31
2018-06-09 09:00:00,55.35
2018-06-09 09:15:00,55.42
2018-06-09 09:30:00,55.26
2018-06-09 09:45:00,50.87
2018-06-09 10:00:00,1.44
2018-06-09 10:15:00,1.44
2018-06-09 10:30:00,1.48
2018-06-09 10:45:00,11.95
2018-06-09 11:00:00,28.89
2018-06-09 11:15:00,35.26
2018-06-09 11:30:00,55.15
2018-06-09 11:45:00,53.73
2018-06-09 12:00:00,55.01
2018-06-09 12:15:00,55.08
2018-06-09 12:30:00,55.12
2018-06-09 12:45:00,53.68
2018-06-09 13:00:00,55.01
2018-06-09 13:15:00,55.08
2018-06-09 13:30:00,55.12
