,Power
2018-06-02 12:15:00,22.32
2018-06-02 12:30:00,23.52
2018-06-02 12:45:00,23.06
2018-06-02 13:00:00,24.84
2018-06-02 13:15:00,24.86
2018-06-02 13:30:00,23.47
2018-06-02 13:45:00,22.73
2018-06-02 14:00:00,23.74
2018-06-02 14:15:00,20.42
2018-06-02 14:30:00,21.96
2018-06-02 14:45:00,24.5
2018-06-02 15:00:00,20.95
2018-06-02 15:15:00,22.08
2018-06-02 15:30:00,17.95
2018-06-02 15:45:00,16.75
2018-06-02 16:00:00,16.3
2018-06-02 16:15:00,15.91
2018-06-02 16:30:00,14.42
2018-06-02 16:45:00,12.36
2018-06-02 17:00:00,12.84
2018-06-02 17:15:00,12.55
2018-06-02 17:30:00,12.7
2018-06-02 17:45:00,13.97
2018-06-02 18:00:00,14.16
2018-06-02 18:15:00,13.66
2018-06-02 18:30:00,12.34
2018-06-02 18:45:00,12.41
2018-06-02 19:00:00,12.29
2018-06-02 19:15:00,12.55
2018-06-02 19:30:00,14.26
2018-06-02 19:45:00,15.5
2018-06-02 20:00:00,15.55
2018-06-02 20:15:00,13.85
2018-06-02 20:30:00,12.82
2018-06-02 20:45:00,12.5
2018-06-02 21:00:00,12.58
2018-06-02 21:15:00,13.85
2018-06-02 21:30:00,13.99
2018-06-02 21:45:00,14.02
2018-06-02 22:00:00,13.56
2018-06-02 22:15:00,12.53
2018-06-02 22:30:00,12.41
2018-06-02 22:45:00,12.53
2018-06-02 23:00:00,13.22
2018-06-02 23:15:00,14.66
2018-06-02 23:30:00,15.67
2018-06-02 23:45:00,15.26
2018-06-03 00:00:00,12.77
2018-06-03 00:15:00,12.26
2018-06-03 00:30:00,13.08
2018-06-03 00:45:00,12.26
2018-06-03 01:00:00,13.56
2018-06-03 01:15:00,14.23
2018-06-03 01:30:00,14.06
2018-06-03 01:45:00,12.86
2018-06-03 02:00:00,12.22
2018-06-03 02:15:00,12.86
2018-06-03 02:30:00,12.34
2018-06-03 02:45:00,13.66
2018-06-03 03:00:00,15.55
2018-06-03 03:15:00,15.43
2018-06-03 03:30:00,13.8
2018-06-03 03:45:00,12.55
2018-06-03 04:00:00,12.72
2018-06-03 04:15:00,11.98
2018-06-03 04:30:00,12.53
2018-06-03 04:45:00,14.14
2018-06-03 05:00:00,13.97
2018-06-03 05:15:00,13.66
2018-06-03 05:30:00,12.82
2018-06-03 05:45:00,12.43
2018-06-03 06:00:00,12.0
2018-06-03 06:15:00,12.26
2018-06-03 06:30:00,14.98
2018-06-03 06:45:00,15.17
2018-06-03 07:00:00,14.4
2018-06-03 07:15:00,13.37
2018-06-03 07:30:00,12.34
2018-06-03 07:45:00,11.9
2018-06-03 08:00:00,12.43
2018-06-03 08:15:00,12.94
2018-06-03 08:30:00,13.94
2018-06-03 08:45:00,14.02
2018-06-03 09:00:00,13.87
2018-06-03 09:15:00,12.12
2018-06-03 09:30:00,12.12
2018-06-03 09:45:00,12.43
2018-06-03 10:00:00,13.49
2018-06-03 10:15:00,15.29
2018-06-03 10:30:00,15.5
2018-06-03 10:45:00,14.18
2018-06-03 11:00:00,13.15
2018-06-03 11:15:00,12.79
2018-06-03 11:30:00,12.86
2018-06-03 11:45:00,12.43
2018-06-03 12:00:00,13.7
2018-06-03 12:15:00,14.47
2018-06-03 12:30:00,13.92
2018-06-03 12:45:00,13.32
2018-06-03 13:00:00,12.6
2018-06-03 13:15:00,12.46
2018-06-03 13:30:00,12.14
2018-06-03 13:45:00,14.18
2018-06-03 14:00:00,15.62
2018-06-03 14:15:00,14.69
2018-06-03 14:30:00,13.7
2018-06-03 14:45:00,12.77
2018-06-03 15:00:00,12.41
2018-06-03 15:15:00,12.24
2018-06-03 15:30:00,12.84
2018-06-03 15:45:00,14.45
2018-06-03 16:00:00,13.8
2018-06-03 16:15:00,13.68
2018-06-03 16:30:00,13.1
2018-06-03 16:45:00,12.5
2018-06-03 17:00:00,12.17
2018-06-03 17:15:00,12.82
2018-06-03 17:30:00,15.12
2018-06-03 17:45:00,15.0
2018-06-03 18:00:00,14.54
2018-06-03 18:15:00,13.58
2018-06-03 18:30:00,12.36
2018-06-03 18:45:00,12.07
2018-06-03 19:00:00,12.5
2018-06-03 19:15:00,13.32
2018-06-03 19:30:00,13.85
2018-06-03 19:45:00,14.35
2018-06-03 20:00:00,14.23
2018-06-03 20:15:00,12.65
2018-06-03 20:30:00,12.72
2018-06-03 20:45:00,12.84
2018-06-03 21:00:00,13.85
2018-06-03 21:15:00,15.55
2018-06-03 21:30:00,15.26
2018-06-03 21:45:00,14.02
2018-06-03 22:00:00,13.25
2018-06-03 22:15:00,12.74
2018-06-03 22:30:00,12.58
2018-06-03 22:45:00,12.29
2018-06-03 23:00:00,13.9
2018-06-03 23:15:00,13.99
2018-06-03 23:30:00,13.78
2018-06-03 23:45:00,13.63
2018-06-04 00:00:00,12.53
2018-06-04 00:15:00,12.46
2018-06-04 00:30:00,12.79
2018-06-04 00:45:00,14.98
2018-06-04 01:00:00,15.43
2018-06-04 01:15:00,13.7
2018-06-04 01:30:00,14.11
2018-06-04 01:45:00,12.79
2018-06-04 02:00:00,12.0
2018-06-04 02:15:00,12.46
2018-06-04 02:30:00,13.01
2018-06-04 02:45:00,13.87
2018-06-04 03:00:00,13.8
2018-06-04 03:15:00,13.97
2018-06-04 03:30:00,13.37
2018-06-04 03:45:00,12.31
2018-06-04 04:00:00,12.7
2018-06-04 04:15:00,13.92
2018-06-04 04:30:00,17.18
2018-06-04 04:45:00,19.82
2018-06-04 05:00:00,19.99
2018-06-04 05:15:00,19.01
2018-06-04 05:30:00,17.38
2018-06-04 05:45:00,15.96
2018-06-04 06:00:00,21.72
2018-06-04 06:15:00,21.36
2018-06-04 06:30:00,24.12
2018-06-04 06:45:00,22.39
2018-06-04 07:00:00,25.49
2018-06-04 07:15:00,22.18
2018-06-04 07:30:00,25.66
2018-06-04 07:45:00,23.42
2018-06-04 08:00:00,24.89
2018-06-04 08:15:00,28.1
2018-06-04 08:30:00,32.35
2018-06-04 08:45:00,36.07
2018-06-04 09:00:00,32.18
2018-06-04 09:15:00,35.88
2018-06-04 09:30:00,37.73
2018-06-04 09:45:00,34.63
2018-06-04 10:00:00,34.9
2018-06-04 10:15:00,36.65
2018-06-04 10:30:00,34.37
2018-06-04 10:45:00,38.59
2018-06-04 11:00:00,34.94
2018-06-04 11:15:00,40.18
2018-06-04 11:30:00,37.42
2018-06-04 11:45:00,40.27
2018-06-04 12:00:00,39.62
2018-06-04 12:15:00,37.37
2018-06-04 12:30:00,38.57
2018-06-04 12:45:00,39.1
2018-06-04 13:00:00,36.22
2018-06-04 13:15:00,40.01
2018-06-04 13:30:00,35.52
2018-06-04 13:45:00,37.85
2018-06-04 14:00:00,34.58
2018-06-04 14:15:00,36.67
2018-06-04 14:30:00,39.41
2018-06-04 14:45:00,40.18
2018-06-04 15:00:00,38.62
2018-06-04 15:15:00,37.97
2018-06-04 15:30:00,36.46
2018-06-04 15:45:00,35.71
2018-06-04 16:00:00,35.04
2018-06-04 16:15:00,33.89
2018-06-04 16:30:00,32.28
2018-06-04 16:45:00,32.69
2018-06-04 17:00:00,30.72
2018-06-04 17:15:00,32.71
2018-06-04 17:30:00,32.57
2018-06-04 17:45:00,32.35
2018-06-04 18:00:00,26.95
2018-06-04 18:15:00,23.66
2018-06-04 18:30:00,22.63
2018-06-04 18:45:00,21.82
2018-06-04 19:00:00,21.84
2018-06-04 19:15:00,25.56
2018-06-04 19:30:00,21.12
2018-06-04 19:45:00,21.98
2018-06-04 20:00:00,21.48
2018-06-04 20:15:00,20.02
2018-06-04 20:30:00,20.33
2018-06-04 20:45:00,19.8
2018-06-04 21:00:00,17.66
2018-06-04 21:15:00,16.42
2018-06-04 21:30:00,14.54
2018-06-04 21:45:00,13.94
2018-06-04 22:00:00,13.44
2018-06-04 22:15:00,12.98
2018-06-04 22:30:00,12.89
2018-06-04 22:45:00,14.66
2018-06-04 23:00:00,15.91
2018-06-04 23:15:00,15.5
2018-06-04 23:30:00,14.64
2018-06-04 23:45:00,13.2
2018-06-05 00:00:00,12.82
2018-06-05 00:15:00,12.74
2018-06-05 00:30:00,13.54
2018-06-05 00:45:00,14.42
2018-06-05 01:00:00,14.38
2018-06-05 01:15:00,14.74
2018-06-05 01:30:00,13.66
2018-06-05 01:45:00,13.06
2018-06-05 02:00:00,13.03
2018-06-05 02:15:00,13.08
2018-06-05 02:30:00,15.34
2018-06-05 02:45:00,16.03
2018-06-05 03:00:00,15.58
2018-06-05 03:15:00,14.09
2018-06-05 03:30:00,12.91
2018-06-05 03:45:00,13.2
2018-06-05 04:00:00,13.3
2018-06-05 04:15:00,13.68
2018-06-05 04:30:00,17.26
2018-06-05 04:45:00,22.42
2018-06-05 05:00:00,22.99
2018-06-05 05:15:00,16.82
2018-06-05 05:30:00,17.66
2018-06-05 05:45:00,18.34
2018-06-05 06:00:00,18.82
2018-06-05 06:15:00,24.22
2018-06-05 06:30:00,21.82
2018-06-05 06:45:00,23.21
2018-06-05 07:00:00,24.55
2018-06-05 07:15:00,23.18
2018-06-05 07:30:00,22.9
2018-06-05 07:45:00,25.27
2018-06-05 08:00:00,25.61
2018-06-05 08:15:00,27.12
2018-06-05 08:30:00,30.02
2018-06-05 08:45:00,30.79
2018-06-05 09:00:00,30.65
2018-06-05 09:15:00,29.88
2018-06-05 09:30:00,34.25
2018-06-05 09:45:00,34.39
2018-06-05 10:00:00,34.73
2018-06-05 10:15:00,36.98
2018-06-05 10:30:00,34.82
2018-06-05 10:45:00,39.26
2018-06-05 11:00:00,36.1
2018-06-05 11:15:00,38.09
2018-06-05 11:30:00,35.98
2018-06-05 11:45:00,37.85
2018-06-05 12:00:00,36.22
2018-06-05 12:15:00,37.39
2018-06-05 12:30:00,34.85
2018-06-05 12:45:00,39.6
2018-06-05 13:00:00,37.01
2018-06-05 13:15:00,36.53
2018-06-05 13:30:00,38.64
2018-06-05 13:45:00,34.46
2018-06-05 14:00:00,39.96
2018-06-05 14:15:00,37.34
2018-06-05 14:30:00,35.54
2018-06-05 14:45:00,37.13
2018-06-05 15:00:00,33.19
2018-06-05 15:15:00,38.71
2018-06-05 15:30:00,35.11
2018-06-05 15:45:00,35.11
2018-06-05 16:00:00,36.89
2018-06-05 16:15:00,33.98
2018-06-05 16:30:00,34.01
2018-06-05 16:45:00,34.18
2018-06-05 17:00:00,35.78
2018-06-05 17:15:00,32.98
2018-06-05 17:30:00,29.78
2018-06-05 17:45:00,32.62
2018-06-05 18:00:00,26.86
2018-06-05 18:15:00,25.42
2018-06-05 18:30:00,26.64
2018-06-05 18:45:00,23.21
2018-06-05 19:00:00,22.06
2018-06-05 19:15:00,21.91
2018-06-05 19:30:00,20.62
2018-06-05 19:45:00,24.41
2018-06-05 20:00:00,22.42
2018-06-05 20:15:00,21.82
2018-06-05 20:30:00,20.14
2018-06-05 20:45:00,16.94
2018-06-05 21:00:00,16.63
2018-06-05 21:15:00,15.5
2018-06-05 21:30:00,14.93
2018-06-05 21:45:00,14.69
2018-06-05 22:00:00,14.74
2018-06-05 22:15:00,12.67
2018-06-05 22:30:00,12.53
2018-06-05 22:45:00,13.01
2018-06-05 23:00:00,13.49
2018-06-05 23:15:00,14.86
2018-06-05 23:30:00,15.55
2018-06-05 23:45:00,15.91
2018-06-06 00:00:00,12.74
2018-06-06 00:15:00,12.74
2018-06-06 00:30:00,12.96
2018-06-06 00:45:00,13.08
2018-06-06 01:00:00,14.06
2018-06-06 01:15:00,14.42
2018-06-06 01:30:00,14.14
2018-06-06 01:45:00,13.15
2018-06-06 02:00:00,12.67
2018-06-06 02:15:00,12.86
2018-06-06 02:30:00,12.79
2018-06-06 02:45:00,13.9
2018-06-06 03:00:00,15.46
2018-06-06 03:15:00,15.7
2018-06-06 03:30:00,14.86
2018-06-06 03:45:00,12.98
2018-06-06 04:00:00,13.06
2018-06-06 04:15:00,12.48
2018-06-06 04:30:00,13.68
2018-06-06 04:45:00,14.38
2018-06-06 05:00:00,14.14
2018-06-06 05:15:00,14.06
2018-06-06 05:30:00,13.15
2018-06-06 05:45:00,12.7
2018-06-06 06:00:00,12.29
2018-06-06 06:15:00,12.96
2018-06-06 06:30:00,14.71
2018-06-06 06:45:00,15.12
2018-06-06 07:00:00,15.58
2018-06-06 07:15:00,13.87
2018-06-06 07:30:00,12.65
2018-06-06 07:45:00,12.58
2018-06-06 08:00:00,12.89
2018-06-06 08:15:00,14.26
2018-06-06 08:30:00,14.3
2018-06-06 08:45:00,14.35
2018-06-06 09:00:00,13.46
2018-06-06 09:15:00,12.53
2018-06-06 09:30:00,12.7
2018-06-06 09:45:00,12.82
2018-06-06 10:00:00,13.51
2018-06-06 10:15:00,14.9
2018-06-06 10:30:00,15.94
2018-06-06 10:45:00,15.48
2018-06-06 11:00:00,12.55
2018-06-06 11:15:00,13.06
2018-06-06 11:30:00,12.72
2018-06-06 11:45:00,13.2
2018-06-06 12:00:00,14.23
2018-06-06 12:15:00,14.4
2018-06-06 12:30:00,13.92
2018-06-06 12:45:00,12.84
2018-06-06 13:00:00,13.01
2018-06-06 13:15:00,12.65
2018-06-06 13:30:00,12.17
2018-06-06 13:45:00,14.38
2018-06-06 14:00:00,15.58
2018-06-06 14:15:00,15.55
2018-06-06 14:30:00,14.21
2018-06-06 14:45:00,12.72
2018-06-06 15:00:00,12.46
2018-06-06 15:15:00,12.36
2018-06-06 15:30:00,13.94
2018-06-06 15:45:00,14.02
2018-06-06 16:00:00,14.14
2018-06-06 16:15:00,14.59
2018-06-06 16:30:00,12.7
2018-06-06 16:45:00,12.53
2018-06-06 17:00:00,13.13
2018-06-06 17:15:00,13.66
2018-06-06 17:30:00,14.23
2018-06-06 17:45:00,15.84
2018-06-06 18:00:00,16.2
2018-06-06 18:15:00,14.69
2018-06-06 18:30:00,12.65
2018-06-06 18:45:00,13.01
2018-06-06 19:00:00,13.51
2018-06-06 19:15:00,14.26
2018-06-06 19:30:00,14.57
2018-06-06 19:45:00,14.81
2018-06-06 20:00:00,14.66
2018-06-06 20:15:00,13.37
2018-06-06 20:30:00,13.18
2018-06-06 20:45:00,13.13
2018-06-06 21:00:00,13.39
2018-06-06 21:15:00,15.53
2018-06-06 21:30:00,15.58
2018-06-06 21:45:00,15.31
2018-06-06 22:00:00,13.22
2018-06-06 22:15:00,12.94
2018-06-06 22:30:00,12.53
2018-06-06 22:45:00,12.91
2018-06-06 23:00:00,14.42
2018-06-06 23:15:00,14.11
2018-06-06 23:30:00,14.02
2018-06-06 23:45:00,14.42
2018-06-07 00:00:00,12.74
2018-06-07 00:15:00,12.17
2018-06-07 00:30:00,12.74
2018-06-07 00:45:00,13.9
2018-06-07 01:00:00,15.31
2018-06-07 01:15:00,15.5
2018-06-07 01:30:00,15.36
2018-06-07 01:45:00,12.86
2018-06-07 02:00:00,12.34
2018-06-07 02:15:00,12.89
2018-06-07 02:30:00,13.18
2018-06-07 02:45:00,13.92
2018-06-07 03:00:00,14.35
2018-06-07 03:15:00,14.21
2018-06-07 03:30:00,13.66
2018-06-07 03:45:00,12.67
2018-06-07 04:00:00,12.86
2018-06-07 04:15:00,12.67
2018-06-07 04:30:00,15.07
2018-06-07 04:45:00,22.3
2018-06-07 05:00:00,23.81
2018-06-07 05:15:00,21.89
2018-06-07 05:30:00,19.1
2018-06-07 05:45:00,21.12
2018-06-07 06:00:00,20.3
2018-06-07 06:15:00,22.9
2018-06-07 06:30:00,26.14
2018-06-07 06:45:00,24.24
2018-06-07 07:00:00,25.99
2018-06-07 07:15:00,24.38
2018-06-07 07:30:00,25.87
2018-06-07 07:45:00,22.32
2018-06-07 08:00:00,26.74
2018-06-07 08:15:00,28.01
2018-06-07 08:30:00,28.08
2018-06-07 08:45:00,31.92
2018-06-07 09:00:00,35.66
2018-06-07 09:15:00,31.22
2018-06-07 09:30:00,36.74
2018-06-07 09:45:00,34.46
2018-06-07 10:00:00,35.06
2018-06-07 10:15:00,37.54
2018-06-07 10:30:00,36.53
2018-06-07 10:45:00,40.75
2018-06-07 11:00:00,38.86
2018-06-07 11:15:00,41.35
2018-06-07 11:30:00,43.18
2018-06-07 11:45:00,40.85
2018-06-07 12:00:00,41.26
2018-06-07 12:15:00,39.79
2018-06-07 12:30:00,37.03
2018-06-07 12:45:00,37.37
2018-06-07 13:00:00,35.54
2018-06-07 13:15:00,36.91
2018-06-07 13:30:00,38.52
2018-06-07 13:45:00,37.92
2018-06-07 14:00:00,37.2
2018-06-07 14:15:00,38.04
2018-06-07 14:30:00,37.18
2018-06-07 14:45:00,35.59
2018-06-07 15:00:00,36.96
2018-06-07 15:15:00,34.32
2018-06-07 15:30:00,40.49
2018-06-07 15:45:00,37.2
2018-06-07 16:00:00,35.74
2018-06-07 16:15:00,34.99
2018-06-07 16:30:00,31.82
2018-06-07 16:45:00,32.42
2018-06-07 17:00:00,32.35
2018-06-07 17:15:00,31.99
2018-06-07 17:30:00,36.53
2018-06-07 17:45:00,34.44
2018-06-07 18:00:00,28.78
2018-06-07 18:15:00,27.86
2018-06-07 18:30:00,25.49
2018-06-07 18:45:00,23.16
2018-06-07 19:00:00,25.8
2018-06-07 19:15:00,22.15
2018-06-07 19:30:00,23.06
2018-06-07 19:45:00,21.1
2018-06-07 20:00:00,23.06
2018-06-07 20:15:00,23.26
2018-06-07 20:30:00,18.07
2018-06-07 20:45:00,16.46
2018-06-07 21:00:00,16.37
2018-06-07 21:15:00,16.85
2018-06-07 21:30:00,16.39
2018-06-07 21:45:00,15.26
2018-06-07 22:00:00,14.86
2018-06-07 22:15:00,13.13
2018-06-07 22:30:00,13.44
2018-06-07 22:45:00,13.25
2018-06-07 23:00:00,14.21
2018-06-07 23:15:00,14.64
2018-06-07 23:30:00,14.76
2018-06-07 23:45:00,14.38
2018-06-08 00:00:00,13.78
2018-06-08 00:15:00,13.32
2018-06-08 00:30:00,12.84
2018-06-08 00:45:00,14.23
2018-06-08 01:00:00,16.3
2018-06-08 01:15:00,15.84
2018-06-08 01:30:00,14.57
2018-06-08 01:45:00,15.0
2018-06-08 02:00:00,13.18
2018-06-08 02:15:00,12.82
2018-06-08 02:30:00,13.06
2018-06-08 02:45:00,14.45
2018-06-08 03:00:00,14.26
2018-06-08 03:15:00,14.42
2018-06-08 03:30:00,14.95
2018-06-08 03:45:00,13.92
2018-06-08 04:00:00,12.77
2018-06-08 04:15:00,13.15
2018-06-08 04:30:00,14.64
2018-06-08 04:45:00,21.86
2018-06-08 05:00:00,22.61
2018-06-08 05:15:00,21.07
2018-06-08 05:30:00,22.42
2018-06-08 05:45:00,20.74
2018-06-08 06:00:00,18.48
2018-06-08 06:15:00,22.37
2018-06-08 06:30:00,20.38
2018-06-08 06:45:00,23.35
2018-06-08 07:00:00,24.79
2018-06-08 07:15:00,24.48
2018-06-08 07:30:00,23.78
2018-06-08 07:45:00,28.13
2018-06-08 08:00:00,24.55
2018-06-08 08:15:00,28.42
2018-06-08 08:30:00,29.4
2018-06-08 08:45:00,31.08
2018-06-08 09:00:00,32.42
2018-06-08 09:15:00,33.77
2018-06-08 09:30:00,36.34
2018-06-08 09:45:00,36.53
2018-06-08 10:00:00,32.93
2018-06-08 10:15:00,37.34
2018-06-08 10:30:00,35.4
2018-06-08 10:45:00,32.95
2018-06-08 11:00:00,39.41
2018-06-08 11:15:00,35.23
2018-06-08 11:30:00,38.23
2018-06-08 11:45:00,38.35
2018-06-08 12:00:00,35.74
2018-06-08 12:15:00,37.7
2018-06-08 12:30:00,34.85
2018-06-08 12:45:00,36.55
2018-06-08 13:00:00,39.1
2018-06-08 13:15:00,35.09
2018-06-08 13:30:00,38.71
2018-06-08 13:45:00,37.37
2018-06-08 14:00:00,37.94
2018-06-08 14:15:00,38.42
2018-06-08 14:30:00,39.62
2018-06-08 14:45:00,37.27
2018-06-08 15:00:00,36.38
2018-06-08 15:15:00,35.11
2018-06-08 15:30:00,38.11
2018-06-08 15:45:00,37.54
2018-06-08 16:00:00,36.22
2018-06-08 16:15:00,33.02
2018-06-08 16:30:00,34.54
2018-06-08 16:45:00,34.15
2018-06-08 17:00:00,29.4
2018-06-08 17:15:00,30.31
2018-06-08 17:30:00,34.66
2018-06-08 17:45:00,30.31
2018-06-08 18:00:00,29.09
2018-06-08 18:15:00,28.27
2018-06-08 18:30:00,24.82
2018-06-08 18:45:00,23.09
2018-06-08 19:00:00,23.59
2018-06-08 19:15:00,22.44
2018-06-08 19:30:00,20.5
2018-06-08 19:45:00,20.4
2018-06-08 20:00:00,20.11
2018-06-08 20:15:00,20.74
2018-06-08 20:30:00,20.98
2018-06-08 20:45:00,17.9
2018-06-08 21:00:00,17.42
2018-06-08 21:15:00,15.7
2018-06-08 21:30:00,14.71
2018-06-08 21:45:00,14.14
2018-06-08 22:00:00,13.18
2018-06-08 22:15:00,13.73
2018-06-08 22:30:00,14.28
2018-06-08 22:45:00,14.18
2018-06-08 23:00:00,14.33
2018-06-08 23:15:00,13.1
2018-06-08 23:30:00,12.79
2018-06-08 23:45:00,12.6
2018-06-09 00:00:00,13.03
2018-06-09 00:15:00,14.09
2018-06-09 00:30:00,14.14
2018-06-09 00:45:00,14.52
2018-06-09 01:00:00,13.97
2018-06-09 01:15:00,14.11
2018-06-09 01:30:00,14.47
2018-06-09 01:45:00,12.86
2018-06-09 02:00:00,13.61
2018-06-09 02:15:00,14.45
2018-06-09 02:30:00,14.33
2018-06-09 02:45:00,13.97
2018-06-09 03:00:00,12.79
2018-06-09 03:15:00,12.96
2018-06-09 03:30:00,12.6
2018-06-09 03:45:00,13.37
2018-06-09 04:00:00,14.76
2018-06-09 04:15:00,14.14
2018-06-09 04:30:00,13.97
2018-06-09 04:45:00,13.44
2018-06-09 05:00:00,13.94
2018-06-09 05:15:00,13.46
2018-06-09 05:30:00,13.25
2018-06-09 05:45:00,14.14
2018-06-09 06:00:00,13.85
2018-06-09 06:15:00,13.63
2018-06-09 06:30:00,13.2
2018-06-09 06:45:00,12.22
2018-06-09 07:00:00,12.29
2018-06-09 07:15:00,18.91
2018-06-09 07:30:00,22.87
2018-06-09 07:45:00,21.84
2018-06-09 08:00:00,20.5
2018-06-09 08:15:00,19.22
2018-06-09 08:30:00,17.11
2018-06-09 08:45:00,20.02
2018-06-09 09:00:00,20.47
2018-06-09 09:15:00,20.95
2018-06-09 09:30:00,23.62
2018-06-09 09:45:00,22.01
2018-06-09 10:00:00,27.58
2018-06-09 10:15:00,23.62
2018-06-09 10:30:00,24.0
2018-06-09 10:45:00,25.13
2018-06-09 11:00:00,25.13
2018-06-09 11:15:00,24.43
2018-06-09 11:30:00,27.12
2018-06-09 11:45:00,23.74
2018-06-09 12:00:00,23.69
2018-06-09 12:15:00,24.77
2018-06-09 12:30:00,22.42
2018-06-09 12:45:00,24.58
2018-06-09 13:00:00,26.4
2018-06-09 13:15:00,21.1
2018-06-09 13:30:00,23.98
