,Power
2018-07-01 00:00:00,1745.76
2018-07-01 00:15:00,1799.52
2018-07-01 00:30:00,1789.44
2018-07-01 00:45:00,1716.48
2018-07-01 01:00:00,1726.08
2018-07-01 01:15:00,1722.24
2018-07-01 01:30:00,1723.2
2018-07-01 01:45:00,1661.76
2018-07-01 02:00:00,1638.72
2018-07-01 02:15:00,1629.6
2018-07-01 02:30:00,1608.48
2018-07-01 02:45:00,1617.12
2018-07-01 03:00:00,1629.6
2018-07-01 03:15:00,1629.12
2018-07-01 03:30:00,1643.52
2018-07-01 03:45:00,1509.6
2018-07-01 04:00:00,1448.64
2018-07-01 04:15:00,1448.64
2018-07-01 04:30:00,1447.68
2018-07-01 04:45:00,1444.32
2018-07-01 05:00:00,1451.04
2018-07-01 05:15:00,1446.72
2018-07-01 05:30:00,1445.76
2018-07-01 05:45:00,1450.08
2018-07-01 06:00:00,1391.04
2018-07-01 06:15:00,1280.64
2018-07-01 06:30:00,1335.36
2018-07-01 06:45:00,1353.6
2018-07-01 07:00:00,1274.4
2018-07-01 07:15:00,1318.08
2018-07-01 07:30:00,1394.4
2018-07-01 07:45:00,1337.28
2018-07-01 08:00:00,1401.12
2018-07-01 08:15:00,1547.04
2018-07-01 08:30:00,1668.0
2018-07-01 08:45:00,1626.24
2018-07-01 09:00:00,1718.88
2018-07-01 09:15:00,1823.52
2018-07-01 09:30:00,1821.6
2018-07-01 09:45:00,1771.68
2018-07-01 10:00:00,1862.4
2018-07-01 10:15:00,1848.48
2018-07-01 10:30:00,1853.76
2018-07-01 10:45:00,1853.76
2018-07-01 11:00:00,1857.6
2018-07-01 11:15:00,1864.8
2018-07-01 11:30:00,1867.2
2018-07-01 11:45:00,1865.76
2018-07-01 12:00:00,1798.56
2018-07-01 12:15:00,1869.12
2018-07-01 12:30:00,1862.88
2018-07-01 12:45:00,1855.2
2018-07-01 13:00:00,1852.8
2018-07-01 13:15:00,1854.72
2018-07-01 13:30:00,1870.56
2018-07-01 13:45:00,1860.96
2018-07-01 14:00:00,1866.24
2018-07-01 14:15:00,1872.0
2018-07-01 14:30:00,1852.32
2018-07-01 14:45:00,1822.08
2018-07-01 15:00:00,1745.76
2018-07-01 15:15:00,1811.52
2018-07-01 15:30:00,1772.64
2018-07-01 15:45:00,1733.76
2018-07-01 16:00:00,1740.48
2018-07-01 16:15:00,1731.84
2018-07-01 16:30:00,1696.32
2018-07-01 16:45:00,1615.68
2018-07-01 17:00:00,1697.76
2018-07-01 17:15:00,1690.56
2018-07-01 17:30:00,1685.76
2018-07-01 17:45:00,1682.88
2018-07-01 18:00:00,1695.84
2018-07-01 18:15:00,1671.84
2018-07-01 18:30:00,1635.84
2018-07-01 18:45:00,1671.36
2018-07-01 19:00:00,1668.0
2018-07-01 19:15:00,1668.48
2018-07-01 19:30:00,1673.28
2018-07-01 19:45:00,1690.56
2018-07-01 20:00:00,1691.52
2018-07-01 20:15:00,1625.76
2018-07-01 20:30:00,1668.0
2018-07-01 20:45:00,1684.8
2018-07-01 21:00:00,1685.76
2018-07-01 21:15:00,1682.4
2018-07-01 21:30:00,1644.0
2018-07-01 21:45:00,1641.12
2018-07-01 22:00:00,1615.2
2018-07-01 22:15:00,1589.76
2018-07-01 22:30:00,1622.4
2018-07-01 22:45:00,1611.84
2018-07-01 23:00:00,1604.16
2018-07-01 23:15:00,1593.6
2018-07-01 23:30:00,1599.36
2018-07-01 23:45:00,1595.52
2018-07-02 00:00:00,1559.04
2018-07-02 00:15:00,1577.28
2018-07-02 00:30:00,1600.32
2018-07-02 00:45:00,1591.68
2018-07-02 01:00:00,1575.84
2018-07-02 01:15:00,1575.36
2018-07-02 01:30:00,1588.32
2018-07-02 01:45:00,1595.52
2018-07-02 02:00:00,1582.56
2018-07-02 02:15:00,1543.68
2018-07-02 02:30:00,1591.2
2018-07-02 02:45:00,1584.48
2018-07-02 03:00:00,1579.2
2018-07-02 03:15:00,1585.44
2018-07-02 03:30:00,1585.44
2018-07-02 03:45:00,1583.04
2018-07-02 04:00:00,1560.48
2018-07-02 04:15:00,1550.88
2018-07-02 04:30:00,1577.76
2018-07-02 04:45:00,1581.6
2018-07-02 05:00:00,1575.84
2018-07-02 05:15:00,1584.96
2018-07-02 05:30:00,1592.64
2018-07-02 05:45:00,1579.68
2018-07-02 06:00:00,1523.04
2018-07-02 06:15:00,1573.92
2018-07-02 06:30:00,1586.4
2018-07-02 06:45:00,1581.12
2018-07-02 07:00:00,1587.84
2018-07-02 07:15:00,1591.2
2018-07-02 07:30:00,1593.12
2018-07-02 07:45:00,1515.84
2018-07-02 08:00:00,1593.12
2018-07-02 08:15:00,1584.48
2018-07-02 08:30:00,1581.12
2018-07-02 08:45:00,1582.56
2018-07-02 09:00:00,1596.48
2018-07-02 09:15:00,1590.72
2018-07-02 09:30:00,1558.08
2018-07-02 09:45:00,1568.64
2018-07-02 10:00:00,1653.6
2018-07-02 10:15:00,1608.0
2018-07-02 10:30:00,1603.68
2018-07-02 10:45:00,1653.6
2018-07-02 11:00:00,1622.4
2018-07-02 11:15:00,1613.76
2018-07-02 11:30:00,1572.48
2018-07-02 11:45:00,1614.72
2018-07-02 12:00:00,1593.12
2018-07-02 12:15:00,1565.76
2018-07-02 12:30:00,1558.56
2018-07-02 12:45:00,1645.92
2018-07-02 13:00:00,1536.48
2018-07-02 13:15:00,1510.08
